X;Y
1.0;0.25
2.0;0.325
3.0;0.6527777777777777
4.0;0.2
5.0;0.660515873015873
6.0;0.8166666666666667
7.0;0.5381944444444444
8.0;0.5
9.0;0.5666666666666667
10.0;0.4833333333333333
11.0;0.9765432098765433
12.0;0.0
13.0;0.85
14.0;0.6777777777777778
15.0;0.9682539682539683
16.0;0.7160714285714285
17.0;0.5666666666666667
18.0;0.8333333333333333
19.0;0.25
20.0;0.9293650793650793
21.0;0.7928571428571429
22.0;0.46571428571428564
23.0;0.1
24.0;0.125
25.0;0.5976190476190476
26.0;0.2875
27.0;1.0
28.0;0.6857142857142857
29.0;0.5333333333333333
30.0;0.5166666666666667
31.0;0.9150793650793649
32.0;0.6666666666666666
33.0;0.9765432098765433
34.0;0.7639455782312926
35.0;0.41547619047619044
36.0;0.5
37.0;0.9282627865961199
38.0;0.8592592592592592
39.0;0.46825396825396826
40.0;0.25
41.0;0.4928571428571428
42.0;0.9055555555555554
43.0;0.7749999999999999
44.0;1.0
45.0;0.6333333333333333
46.0;0.49999999999999994
47.0;0.3666666666666667
48.0;0.39285714285714285
49.0;0.9415178571428571
50.0;0.8
51.0;0.8121315192743763
52.0;1.0
53.0;0.8611111111111112
54.0;0.8571428571428571
55.0;0.15555555555555556
56.0;0.3611111111111111
57.0;0.8083333333333333
58.0;0.8412257495590829
59.0;0.6805555555555555
60.0;0.16666666666666666
61.0;0.8802579365079365
62.0;0.8069444444444445
63.0;0.5381944444444444
64.0;0.75
65.0;0.7333333333333333
66.0;0.3986111111111111
67.0;0.4888888888888889
68.0;0.3666666666666667
69.0;1.0
70.0;1.0
71.0;0.6805555555555555
72.0;0.6496031746031746
73.0;0.9166666666666666
74.0;0.6666666666666666
75.0;0.719047619047619
76.0;0.7333333333333333
77.0;0.75
78.0;0.325
79.0;0.8541666666666666
80.0;0.7579365079365079
81.0;0.8099999999999999
82.0;0.7555555555555555
83.0;0.8666666666666667
84.0;0.6544444444444444
85.0;0.15555555555555556
86.0;0.42063492063492064
87.0;0.25
88.0;0.325
89.0;0.8583333333333332
90.0;1.0
91.0;0.7947278911564626
92.0;0.8555555555555555
94.0;0.6882936507936508
95.0;0.6805555555555555
96.0;1.0
97.0;0.6845238095238095
98.0;0.9166666666666666
99.0;1.0
100.0;0.8666666666666667
