X;Y
1.0;0.13636363636363635
2.0;0.23529411764705882
3.0;0.1509433962264151
4.0;0.10526315789473685
5.0;0.08510638297872342
6.0;0.23529411764705882
7.0;0.21052631578947364
8.0;0.06250000000000001
9.0;0.3
10.0;0.22857142857142856
11.0;0.5625000000000001
12.0;0.0
13.0;0.23529411764705882
14.0;0.12307692307692307
15.0;0.12280701754385964
16.0;0.06315789473684211
17.0;0.0923076923076923
18.0;0.45161290322580644
19.0;0.06250000000000001
20.0;0.2857142857142857
21.0;0.22857142857142856
22.0;0.125
23.0;0.04444444444444444
24.0;0.04878048780487805
25.0;0.1639344262295082
26.0;0.186046511627907
27.0;0.1904761904761905
28.0;0.1639344262295082
29.0;0.11111111111111109
30.0;0.22222222222222224
31.0;0.17647058823529413
32.0;0.15
33.0;0.26865671641791045
34.0;0.2857142857142857
35.0;0.3333333333333333
36.0;0.10526315789473685
37.0;0.16666666666666669
38.0;0.1904761904761905
39.0;0.046511627906976744
40.0;0.03846153846153846
41.0;0.32
42.0;0.21052631578947367
43.0;0.1111111111111111
44.0;0.11999999999999998
45.0;0.2
46.0;0.21428571428571427
47.0;0.05714285714285715
48.0;0.1
49.0;0.3478260869565218
50.0;0.28571428571428575
51.0;0.05577689243027889
52.0;0.16666666666666669
53.0;0.24242424242424243
54.0;0.19444444444444445
55.0;0.11764705882352941
56.0;0.14285714285714285
57.0;0.2295081967213115
58.0;0.17142857142857143
59.0;0.03870967741935484
60.0;0.04545454545454545
61.0;0.19999999999999998
62.0;0.07792207792207792
63.0;0.163265306122449
64.0;0.13333333333333333
65.0;0.07692307692307691
66.0;0.1095890410958904
67.0;0.25
68.0;0.14545454545454545
69.0;0.16
70.0;0.14814814814814817
71.0;0.37499999999999994
72.0;0.5217391304347826
73.0;0.2857142857142857
74.0;0.3529411764705882
75.0;0.3870967741935483
76.0;0.29629629629629634
77.0;0.04347826086956522
78.0;0.04597701149425288
79.0;0.1509433962264151
80.0;0.2727272727272727
81.0;0.2631578947368421
82.0;0.08333333333333333
83.0;0.14285714285714285
84.0;0.38461538461538464
85.0;0.0975609756097561
86.0;0.10526315789473684
87.0;0.125
88.0;0.16666666666666666
89.0;0.37037037037037035
90.0;0.5263157894736842
91.0;0.044585987261146494
92.0;0.09302325581395349
94.0;0.22641509433962265
95.0;0.3157894736842105
96.0;0.0909090909090909
97.0;0.380952380952381
98.0;0.24
99.0;0.4
100.0;0.28571428571428564
